Dirty Water Light Intensity Test - 20171117
L1 (units),33.666668,35.333332,35.666668,35.333332
L2 (units),1221265.0,1221265.0,1221265.0,1221265.0
L3 (units),131244.0,118411.335938,103846.0,88334.335938
L4 (units),733096.6875,615628.6875,507326.65625,402379.65625
L5 (units),8.0,7.333333,8.0,8.0
Duration = ,36.9470000267sec
